Landmark,Alternate Names,Construction,Destruction,Maps Photo Should Appear on,Construction or Demolition Notes,Manner of Destruction,Test Photo File Name,Image File Name,Image Type,Year of Image,Use Image?,Usage notes,Image Download Location,Image Credit at Download Location,Download URL,Description,X Location,Y Location,Notes,Alternate Image 1 File Name,Alternate Image 1 Image Type,Year of Alternate Image 1,Use Alternate Image 1?,Alternate Image 1 Usage Notes,Alternate Image 1 Download Location,Alternate Image 1 Credit at Download Location,Alternate Image 1 Download URL,Alternate Image 2 File Name,Alternate Image 2 Image Type,Year of Alternate Image 2,Use Alternate Image 2?,Alternate Image 2 Usage Notes,Alternate Image 2 Download Location,Alternate Image 2 Credit at Download Location,Alternate Image 2 Download URL,x,y
Rachel's Church,,"1823",extant,"1871, 1903, 1929, 1952",,,testimage4.png,rachel's-church-1969.png,photo,"1969 ", ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=19534,,,,,,,,,,,,,,,,,,,,,,
Radnor College,,"1906","1921",none,,burned,testimage1.png,radnor-college-ca1910.jpg,photo,circa 1910,,,TSLA,,https://digital.library.nashville.org/digital/collection/nr/id/819/rec/745,,,,,,,,,,,,,,,,,,,,,,
Protestant Hospital,,"1918","1967","1929",,demolished,testimage3.png,protestant-hospital-1920.jpg,photo,"1920",yes,before 1928,WPLN,,https://wpln.org/post/saint-thomas-midtown-began-as-a-schism-100-years-later-its-returned-to-the-fold/,"In 1869 and 1871, businessman Samuel M. Murphy (?�1900), who had made his fortune selling whiskey, bought two parcels of land bounded by Church Street, Patterson Street, 20th Avenue and 21st Avenue. He built an Italianate mansion on his tree-covered estate, where he lived until his death in 1900. In 1911 Buford College bought the property from Murphy's heirs and constructed a large brick building with two wings, the West Building, to serve as a school building. Buford College adopted the name Nashville College for Young Women (NCYW) around this time. 
Things must not have gone to plan for NCYW because the school lost the property to foreclosure. The promoters of a new hospital, Protestant Hospital, purchased the 10-acre plot in November 1918, with the hospital opening in March 1919. The mansion was used as a dormitory for the school of nursing, while the hospital filled the West Building. The hospital endured repeated financial difficulties during the first three decades of its existence, leading to the Tennessee Baptist Convention assuming control in 1948. At that time the hospital took the name Mid-State Baptist Hospital, changing it again to Baptist Hospital in 1964. In 1967 the West Building was razed to make space for a new 300-bed wing of the hospital.","4685","5747","https://www.newspapers.com/image/111992436/

The Hospital opened on March 22, 1919, on Church Street near 20th Avenue on an old homestead of Samuel Murphy. The institution was planned by the Ministers' Alliance of Nashville and in 1924 had a bed capacity of 210. During the Depression, this Hospital merged with Baptist Hospital which then operated a hospital at Eighth Avenue and Union Street. The merged hospital went into receivership during the Depression but emerged as the modern day Baptist Hospital campus after World War II. 

The original 80-bed hospital consisted of the Murphy house, with two three-story additions. In 1924, a new building was constructed, expanding the hospital�s bedcount to 210. In 1948, Protestant Hospital became Mid-State Baptist Hospital and was placed under the control of the Tennessee Baptist Convention. 
Protestant Hospital opened 1919 in two buildings on a 10-acre block on Church Street. ",,,,,,,,,,,,,,,,,48.633883,42.125096
Radnor Cutoff Railroad Bridge,,ca 1904,extant,"1929, 1952",,,testimage2.png,radnor-cutoff-railroad-bridge.jpg,photo,"2010",ask,1928 or later,Bridge Hunter,Calvin Sneed,http://bridgehunter.com/tn/davidson/bh44580/,"So that trains could bypass the congested area near Union Station, around 1905 the L&N Railroad built the Radnor Cut-off, a 7.3-mile rail line between a point on its main northbound line in Inglewood and the Radnor Rail Yard in Woodbine. The bridge, along with the imposing trestle on its northern approach, was built as part of the cutoff.","6084","5515",,,,,,,,,,,,,,,,,,62.900081,44.522446
Renraw,,"1855",extant,"1871, 1903, 1929, 1952",,,testimage3.png,renraw.jpg,photo,,yes,date and copyright uncertain,TSLA,M.W. Wiles,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3455,"Zachariah Stull acquired the land on which Renraw sits as part of a Revolutionary War land grant and built a log cabin on the west side of Gallatin Pike near Carolyn Avenue. His descendants built the house that later became known as Renraw. James C. Warner (1830�1895), founder of the Tennesse Coal, Iron and Railroad Company bought the house around 1886 and made it his summer home. When James passed away in 1895, his son Percy (1861�1927) made it his home until about 1912, when he sold the property. Trevecca College moved in in 1914 and stayed until  they moved to their current location on Murfreesboro Pike in 1935. ","5719","4802",,,,,,,,,,,,,,,,,,59.163177,51.786937
River and Rail�Terminal,,"1922",circa 1980,"1929, 1952",,demolished,testimage4.png,river-and-rail-terminal-1927.jpg,photo,,no,before 1928,Flickr,,https://www.flickr.com/photos/47953739@N08/8054469688,"The River and Rail Terminal replaced Nashville's century-old wharf. The four-level dock allowed cargo to be easily unloaded no matter the water level of the river, and the two-story warehouse above allowed for on-site storage of cargo. It was demolished about 1982 and replaced by Riverfront Park.","5200","5550","June 1922, Boy Scout John H. DeWitt, Jr., started Nashville's first radio station (WDAA) on the Ward-Belmont Campus. Assisted by music teacher G. S. deLuca, he broadcast Enrico Caruso records to the opening of the River and Rail Terminal on the river at Broad Street. DeWitt was WSM radio station's chief engineer, 1932-1942, and president 1947-1968.",,,,,,,,,,,,,,,,,53.883415,44.145884
Riverwood,,"1799",extant,"1871, 1903, 1929, 1952",,,testimage1.png,riverwood.png,photo,,yes,"1928 or later, copyright-free",LoC,,https://www.loc.gov/resource/hhh.tn0029.photos/?sp=1,"Riverwood began as a two-story Federal-style house, built by Phillip Phillips (1730�1797) between 1795 and 1797. After Phillips died, his wife Susannah (1749�1805) ran the farm until her death. The Phillips family sold the property in 1820, and it was sold again in 1829 to Alexander J. Porter (1771�1833). After Porter's death, his wife Susan (1777�1853) built a new, larger house a few feet in front of the 1797 house. Susan and her son Alexander (1813�1866) renovated the houses in 1851, adding the Greek revival facade and connecting the new house to the old. In 1859 the Porters sold the plantation to attorney and tennessee Supreme Court Justice William Cooper (1820�1909), who changed the name from Tammany Woods to Riverwood. Members of the Cooper family lived in the mansion until 1975. Since 1997 it has operated as an event venue.","6361","4690",,,,,,,,,,,,,,,,,,65.709818,52.943540
Roger Williams University Main Building,,"1874",burned,"1903",,,testimage2.png,roger-williams-university-1st-1.jpg,illustration,,yes,before 1928,DR Pethel,,http://drpethel.com/exhibit/exhibits/show/up-from-the-cumberland--early-/item/19,"Roger Williams University grew out of classes for African-Americans conducted by minister and Welsh immigrant Daniel Phillips in his home beginning in 1864. The school moved to a church basement in 1865. In 1866 it changed its name to Nashville Normal and Theological Institute and moved to a former Union Army barracks. It followed those moves with a third in 1867, occupying a two-story frame building on the southeast corner of 16th Avenue and Ireland Street. In 1870 the board of trustees tried to buy the nearby Fort Gillem, but Fisk University managed to secure the property and established its campus there. In 1874 the school bought land on Hillsboro Pike just south and east of Vanderbilt University and began building a campus. The institute changed its name to Roger Williams University in 1883, honoring the 17th-century founder of  Rhode Island and advocate for religious freedom and fair treatment of Indians. 
In January 1905 a suspicious fire destroyed Centennial Hall, the university's main building. The school reopened but in April a second fire burned down a women's dormitory known as the Mansion House, the loss of which forced the school to close. The local Black community, upset about the closure of the school, raised $10,000 and bought land for a new campus on Whites Creek Pike. The school reopened in 1909 with its first African-American president, but never regained its financial footing. In 1927 it merged with the Howe Institute in Memphis (later Lemoyne Owen), and the Nashville campus closed in 1929.","4751","6052",,roger-williams-university-1st-2.jpg,photo,,yes,before 1928,Lost Colleges,,https://www.lostcolleges.com/roger-williams,,,,,,,,,49.312976,39.015570
Rose Hill,,"1814",extant,"1871, 1903, 1929, 1952",,,testimage3.png,rose-hill.jpg,photo,,,,TSLA,,https://cdm15769.contentdm.oclc.org/digital/collection/nr/id/2236/rec/1,,,,101 Lea Avenue,,,,,,,,,,,,,,,,,,
Ross School,,"1907",extant,"1929, 1952",,,testimage4.png,ross-school-1925.jpg,photo,"1925",yes,,TSLA blog,Archives of the Sisters of the Blessed Sacrament,https://lockelandsprings.org/then-and-now-historic-ross-school-1310-ordway/,,,,,ross-school-1949.jpg,,"1949",,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/150/rec/433,,,https://digital.library.nashville.org/digital/collection/nr/id/150/rec/433,,,,,,,
Rutledge-Baxter House,,"1821",extant,"1871, 1903, 1929, 1952",,,testimage3.png,rutledge-baxter-house.jpg,photo,,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/2236/rec/570,,,,,rutledge-baxter-house-1960.png,,"1960 ",,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=19334,,,,,,,,,,
Roger Williams University (2nd),,"1909",,"1929",,,testimage1.png,roger-williams-university-2nd.png,photo,"1916",yes,"1928 or later, copyright-free",LoC,,https://www.loc.gov/resource/pan.6a10025/,"Roger Williams University grew out of classes for African Americans conducted by minister and Welsh immigrant Daniel Phillips in his home beginning in 1864. The school moved to a church basement (1865), changed its name to Nashville Normal and Theological Institute and moved to a former Union Army barracks (1866), and then occupied a two-story frame building on the southeast corner of 16th Avenue and Ireland Street (1867). In 1870 the board of trustees tried to buy the nearby Fort Gillem, but Fisk University bought it and established its campus there. In 1874 the school bought land on Hillsboro Pike just south and east of Vanderbilt University. In 1883 the institute became Roger Williams University. In January 1905 a suspicious fire destroyed Centennial Hall, the university's main building. The school reopened, but in April a second fire burned down a women's dormitory known as the Mansion House, which forced the school to close. The local Black community, upset about the closure of the school, raised $10,000 and bought land for a new campus on Whites Creek Pike. The school reopened in 1909 with its first African-American president but never regained its financial footing. In 1927 it merged with the Howe Institute in Memphis (later Lemoyne-Owen), and the Nashville campus closed in 1929.","4930","4676",,,,,,,,,,,,,,,,,,51.112480,53.054671
Ryman Auditorium,,"1892",extant,"1903, 1929, 1952",,,testimage4.png,ryman-auditorium-ca1892.png,photo,ca 1892,yes,before 1928,TeVA,,https://teva.contentdm.oclc.org/digital/collection/p15138coll12/id/46/rec/11,"Businessman Thomas Ryman (1841�1904) attended a revival meeting conducted by evangelist Sam Jones (1847�1906) in 1885, planning to heckle the preacher but was converted to Christianity instead. The Ryman Auditorium opened as the Union Gospel Tabernacle in May 1892. Ryman and Jones intended the auditorium to be primarily a venue for religious revivals, especially Jones's, but it hosted other types of events from the beginning. At first there was no balcony � the balcony was added in 1897 to accommodate a reunion of Confederate veterans that coincided with the Tennessee Centennial Exposition. There was also no stage, just a pulpit and a small platform. In 1901 the stage was added to facilitate a performance of ""The Barber of Seville"" by the Metropolitan Opera. The Grand Ole Opry moved to the auditorium in 1943 and stayed for 30 years before leaving for suburban Pennington Bend. After the Opry's planned move was made public, the owner, radio station WSM, announced its intention to demolish the building. Efforts by local residents, politicians, and preservationists prevented demolition, but the Ryman sat largely unused and deteriorating for 20 years. New owners began efforts to repair and restore the building in 1989. Major additions and improvements were also made in 1994 and 2015. ","5121","5582",,,,,,,,,,,,,,,,,,53.078181,43.817738
Sam Davis Hotel,,"1928","1985","1929, 1952",,demolished,testimage1.png,sam-davis-hotel.jpg,photo,ca 1930,,,WPLN,,https://digital.library.nashville.org/digital/collection/nr/id/2264/rec/587,,,,,,,,,,,,,,,,,,,,,,
Ryman House,,before 1885,"1940","1903, 1929",,demolished,testimage1.png,ryman-house.jpg,photo,,yes,"date, copyright and author uncertain",TeVA,,https://teva.contentdm.oclc.org/digital/collection/p15138coll12/id/45,"The home of businessman Thomas Ryman (1841�1904), whose conversion experience at an 1885 revival led him to build the Union Gospel Tabernacle for evangelist Sam Jones.","5258","5700",,,,,,,,,,,,,,,,,,54.477929,42.617175
Samuel Murphy House,,,,"1903",,demolished,testimage2.png,samuel-murphy-house-ca1900.jpg,photo,ca 1900,yes,before 1928,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=27466,"Whiskey merchant Samuel Murphy (?�1900) was reputed to be the wealthiest man in Nashville in the late 19th century. Murphy died in 1900, and in 1911 the house was purchased from his heirs by Elizabeth Buford (1849�1920), proprietor of Buford College (later the Nashville College for Young Women) to serve as the new home of the school. Six years later the school moved to East Nashville, and in 1918 newly-founded Protestant Hospital bought the house and the grounds, using the house as a dormitory for its school of nursing.","4686","5755",,,,,,,,,,,,,,,,,,48.644237,42.043518
Severy School,,,,"1903",,assumed demolished,testimage4.png,severy-school-1905.jpg,photo,,,,Nashville History blog,,https://nashvillehistory.blogspot.com/2015/09/nashville-points-of-interest-1905.html,,,,112 9th Avenue South,,,,,,,,,,,,,,,,,,
SH Kress Building,,"1935",extant,"1952",,,testimage1.png,sh-kress-building-ca1936.jpg,photo,ca 1936,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/8476/rec/168,,,,,,,,,,,,,,,,,,,,,,
Schwab Building,,"1893",extant,"1903, 1929, 1952",,,testimage3.png,shwab-building.jpg,photo,"1970", ,,TSLA,,https://tnsos.org/tsla/imagesearch/index.php?find=V.E.+Schwab,,,,,,,,,,,,,,,,,,,,,,
Shwab School,,,extant,,,,testimage4.png,shwab-school.jpg,photo,,,,Metro Archives,,http://nashvillearchives.org/schools-photos.html,,,,,,,,,,,,,,,,,,,,,,
South Side of Public Square,,,,none,,,testimage1.png,south-side-public-square.jpg,photo,,,,Nashville History blog,,https://nashvillehistory.blogspot.com/2011/12/nashvilles-public-square-in-20th.html,,,,,,,,,,,,,,,,,,,,,,
Southern Methodist Publishing House (2nd),,"1873","1953","1903, 1929, 1952",,demolished,testimage2.png,southern-methodist-publishing-house-2nd-ca1874.jpg,photo,ca 1874, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3448,,,,,,,,,,,,,,,,,,,,,,
Southern Methodist Publishing House (3rd),,"1906",extant,"1929, 1952",,,testimage3.png,southern-methodist-publishing-house-3rd-ca1937.jpg,photo,ca 1937,,,UMPH,,https://www.umph.org/Who-Are-We/History,,,,,,,,,,,,,,,,,,,,,,
Southern Turf Building,,"1895",extant,"1903, 1929, 1952",,,testimage4.png,southern-turf.jpg,photo,,,,Mapio,,https://mapio.net/pic/p-102675414/,,,,,,,,,,,,,,,,,,,,,,
Second Presbyterian Church,,"1846","1979","1871, 1903, 1929, 1952",,demolished,testimage3.png,second-presbyterian-church.jpg,photo,,yes,"date, copyright and author uncertain",TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3509,"Second Presbyterian Church was designed by the architect of the Tennessee capitol building, William Strickland (1788�1854). The building was commandeered for use as a chapel by the Union Army during the Civil War. After the congregation left for a new church building in North Nashville in 1902, Strickland's building was used as a candy warehouse before being demolished in 1979.","5093","5413",,,,,,,,,,,,,,,,,,52.789321,45.540910
Spence House,,ca 1850,extant,"1871, 1903, 1929, 1952",,,testimage2.png,spence-house.png,photo,,,,LoC,,https://www.loc.gov/resource/hhh.tn0033.photos,,,,,,,,,,,,,,,,,,,,,,
St. Bernard Academy,,"1905",extant,"1929, 1952",,,testimage3.png,st-bernard-academy.jpg,photo,,,,Ebay,,https://www.ebay.com/itm/143478759553,,,,,,,,,,,,,,,,,,,,,,
St. Cecilia Academy,,"1862",extant,"1903, 1929, 1952",,,testimage4.png,st-cecilia-academy-ca1890.jpg,photo,ca 1890, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3531,,,,,st-cecilia-academy-ca1939.jpg,,ca 1939,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/2309/rec/263,,,,,,,,,,
